seed,scenario_index,method,nominal_crossing_0_s,nominal_crossing_1_s,nash_action_0,nash_action_1,nominal_priority_agent,delay_0_s,delay_1_s,both_passed,collision,deadlock,minimum_separation_m,crossing_time_0_s,crossing_time_1_s,crossing_gap_s,completion_time_s,payoff_0,payoff_1,social_payoff,hocbf_intervention_rate,mean_hocbf_correction,maximum_acceleration_mps2
1,8,nash_game_hocbf,2.1711872138341515,1.9575000658310082,yield,go,1,0.8,0.0,1,0,0,0.539152560120006,2.9789969434310444,1.9870051242111104,0.991991819219934,2.9789969434310444,5.510501528284478,9.006497437894446,14.516998966178924,0.043795620437956206,0.22173927579929267,1.6597937462682608
1,9,independent,1.7053788078091792,1.723316868657082,go,yield,0,0.0,0.0,1,1,0,0.045196411828876216,1.651050415264325,1.7147803131085926,0.06372989784426752,1.7147803131085926,-20.0,-20.0,-40.0,0.0,0.0,2.2356898843525843
1,9,fixed_priority,1.7053788078091792,1.723316868657082,go,yield,0,0.0,0.8,1,0,0,0.5076430895891296,1.651050415264325,2.5145605880510753,0.8635101727867502,2.5145605880510753,9.174474792367837,5.742719705974462,14.9171944983423,0.0,0.0,2.229698900620199
1,9,hocbf_only,1.7053788078091792,1.723316868657082,go,yield,0,0.0,0.0,1,0,0,0.3623752877565028,1.5763166213434323,1.8007123360981125,0.22439571475468023,1.8007123360981125,9.211841689328283,6.099643831950944,15.311485521279227,0.4671201814058957,1.0787247012412982,2.129071830689659
1,9,nash_game,1.7053788078091792,1.723316868657082,go,yield,0,0.0,0.8,1,0,0,0.5076430895891296,1.651050415264325,2.5145605880510753,0.8635101727867502,2.5145605880510753,9.174474792367837,5.742719705974462,14.9171944983423,0.0,0.0,2.229698900620199
1,9,nash_game_hocbf,1.7053788078091792,1.723316868657082,go,yield,0,0.0,0.8,1,0,0,0.510896364293973,1.6490411162917415,2.5274621777288186,0.8784210614370771,2.5274621777288186,9.17547944185413,5.736268911135591,14.91174835298972,0.11132437619961612,0.304190487268936,2.229698900620199
1,10,independent,1.760628122854228,1.7995871050425556,go,yield,0,0.0,0.0,1,1,0,0.02596540013014169,1.7366882924282014,1.780978594278186,0.044290301849984504,1.780978594278186,-20.0,-20.0,-40.0,0.0,0.0,2.2891800167471588
1,10,fixed_priority,1.760628122854228,1.7995871050425556,go,yield,0,0.0,0.8,1,0,0,0.5798093992582576,1.7366882924282014,2.580677415181961,0.8439891227537595,2.580677415181961,9.1316558537859,5.709661292409019,14.841317146194918,0.0,0.0,2.2892872364715537
1,10,hocbf_only,1.760628122854228,1.7995871050425556,go,yield,0,0.0,0.0,1,0,0,0.3629747401403259,1.6541303080419152,1.8698519403553988,0.21572163231348362,1.8698519403553988,9.172934845979043,6.0650740298223,15.238008875801343,0.43123543123543123,1.1092436162030328,2.298393199322237
1,10,nash_game,1.760628122854228,1.7995871050425556,go,yield,0,0.0,0.8,1,0,0,0.5798093992582576,1.7366882924282014,2.580677415181961,0.8439891227537595,2.580677415181961,9.1316558537859,5.709661292409019,14.841317146194918,0.0,0.0,2.2892872364715537
1,10,nash_game_hocbf,1.760628122854228,1.7995871050425556,go,yield,0,0.0,0.8,1,0,0,0.5798093992582576,1.7328019078787262,2.5938023583341723,0.861000450455446,2.5938023583341723,9.133599046060636,5.703098820832913,14.83669786689355,0.09037328094302555,0.24652486845357777,2.2767360571279336
1,11,independent,1.6149517619062612,1.8494899461060326,go,yield,0,0.0,0.0,1,1,0,0.13321830713923552,1.595133857689211,1.8280497052671443,0.23291584757793338,1.8280497052671443,-20.0,-20.0,-40.0,0.0,0.0,2.278924409900063
1,11,fixed_priority,1.6149517619062612,1.8494899461060326,go,yield,0,0.0,0.8,1,0,0,0.4494997348780484,1.595133857689211,2.6278156660785656,1.0326818083893547,2.6278156660785656,9.202433071155394,5.686092166960718,14.888525238116111,0.0,0.0,2.278924409900063
1,11,hocbf_only,1.6149517619062612,1.8494899461060326,go,yield,0,0.0,0.0,1,0,0,0.3604762542731927,1.4516440337445138,2.000644986797906,0.5490009530533921,2.000644986797906,9.274177983127743,5.9996775066010475,15.27385548972879,0.28798185941043086,0.8562029665724106,2.278924409900063
1,11,nash_game,1.6149517619062612,1.8494899461060326,go,yield,0,0.0,0.8,1,0,0,0.4494997348780484,1.595133857689211,2.6278156660785656,1.0326818083893547,2.6278156660785656,9.202433071155394,5.686092166960718,14.888525238116111,0.0,0.0,2.278924409900063
1,11,nash_game_hocbf,1.6149517619062612,1.8494899461060326,go,yield,0,0.0,0.8,1,0,0,0.4596415291176496,1.595133857689211,2.6278156660785656,1.0326818083893547,2.6278156660785656,9.202433071155394,5.686092166960718,14.888525238116111,0.09021113243761997,0.6764993397263773,2.278924409900063
