method,ode_steps,seed,num_trajectories,success_rate,ring_pass_rate,collision_free_rate,dynamic_feasibility_rate,endpoint_feasibility_rate,minimum_barrier,mean_minimum_barrier,mean_crossing_clearance,mean_maximum_speed,maximum_speed,mean_maximum_acceleration,maximum_acceleration,mean_path_length,mean_start_position_error,mean_goal_position_error,trajectory_rmse_to_expert,ode_ms_per_trajectory,end_to_end_ms_per_trajectory,mean_residual_scale,cbf_intervention_rate
projected_velocity,4,403,128,0.5546875,1.0,1.0,0.5546875,1.0,0.12306978349670801,0.294503626998998,0.3864271963187631,1.2196012609725273,1.6740166107065666,3.0731468200043937,8.369575073488749,3.631972772259684,0.0,1.0287134703485604e-15,0.1505580126371408,1.540775781904813,1.6434671870229067,1.0,0.0
projected_velocity,8,401,128,0.6875,1.0,1.0,0.6875,1.0,0.11191966835092972,0.28341732005625386,0.37651036532893956,1.2193271931105085,1.6888019344156877,2.693755808351854,10.029104686632618,3.6297005341279243,0.0,1.1215576996552209e-15,0.1483260415400497,2.9528937502618646,3.059470313019119,1.0,0.0
projected_velocity,8,402,128,0.7578125,1.0,1.0,0.7578125,1.0,0.10227470734684982,0.2852289931325731,0.3779132606901933,1.221183544581423,1.6352549439956745,2.64022704022877,6.303555264878733,3.630627092015886,0.0,1.0838420626395595e-15,0.14699247266023702,2.627453124659951,2.747939843175118,1.0,0.0
projected_velocity,8,403,128,0.6796875,1.0,1.0,0.6796875,1.0,0.11827756494002017,0.2935477360767172,0.38542451490263885,1.2180076453901134,1.67420012491186,2.7783076555117994,8.185231873237758,3.6303608781281778,0.0,1.1422277032395185e-15,0.15474789179742912,2.9115492179698776,3.0241789063438773,1.0,0.0
projected_velocity,16,401,128,0.703125,1.0,1.0,0.703125,1.0,0.11191293715591998,0.2834155819820174,0.37652801491825094,1.2233247212354512,1.6990197009550791,2.649931753594467,10.102489038746036,3.629755666980242,0.0,1.1142928595800888e-15,0.15011742954413715,6.673896874417551,6.796528125050827,1.0,0.0
projected_velocity,16,402,128,0.7734375,1.0,1.0,0.7734375,1.0,0.10272413525206459,0.28509531085101725,0.3777913539160965,1.2245870623020407,1.647113131364607,2.5794757114622353,6.610678697448081,3.6305920178569613,0.0,1.1077427623493966e-15,0.1486600244580989,6.552539844051353,6.662477344434592,1.0,0.0
projected_velocity,16,403,128,0.6796875,1.0,1.0,0.6796875,1.0,0.11746003032893482,0.29348036086992685,0.38533060389165447,1.2215530388965883,1.6810420940799884,2.7162938165448076,8.218113861379937,3.630355059841188,0.0,1.1639372377390144e-15,0.15669323464647236,5.369375781810959,5.481396092363866,1.0,0.0
projected_velocity,32,401,128,0.71875,1.0,1.0,0.71875,1.0,0.1108076387983326,0.2829983544287433,0.37614526775281165,1.2294014307240384,1.7085987683397903,2.634403815647328,10.086044447963108,3.6302523328718843,0.0,1.294705566195389e-15,0.1519759055185966,11.017765626093023,11.136719531350536,1.0,0.0
projected_velocity,32,402,128,0.78125,1.0,1.0,0.78125,1.0,0.10218295546696826,0.28459793544275,0.37731660092648855,1.230470393305036,1.655417283897868,2.5611520307591857,6.713791533439392,3.631099156770232,0.0,1.1662356192968967e-15,0.15044422062107435,11.274239845079137,11.377912500392995,1.0,0.0
projected_velocity,32,403,128,0.6796875,1.0,1.0,0.6796875,1.0,0.1168236671517702,0.2930721200306747,0.384948666657824,1.2273914028178678,1.6920654838741767,2.696991988127172,8.2357815662381,3.630828883882475,0.0,1.1362857263957544e-15,0.15870164595420014,11.032157031877432,11.134139062050963,1.0,0.0
projected_velocity,64,401,128,0.7265625,1.0,1.0,0.7265625,1.0,0.11065887187365615,0.28282159262041295,0.3759862175665798,1.2264426707829421,1.7048773871098382,2.615190738027024,9.983280052014093,3.6301993102577836,0.0,1.1085014261704902e-15,0.15156189696282907,23.01556874954258,23.121678905226872,1.0,0.0
projected_velocity,64,402,128,0.7890625,1.0,1.0,0.7890625,1.0,0.10174894334419635,0.2844804752013107,0.3771793274734,1.2275918407367408,1.6474702116405986,2.5443283245683164,6.673793643290792,3.631052391627258,0.0,1.2353659689499983e-15,0.15000192731402998,23.68212656256219,23.78057109308429,1.0,0.0
