method,query_index,latency_ms,success,collision_free,dynamic_feasible
plus_safe_prior,43,22.9942,0,1,0
plus_safe_prior,44,28.1882,0,1,0
plus_safe_prior,45,24.3274,0,1,0
plus_safe_prior,46,22.8255,0,1,0
plus_safe_prior,47,22.3689,0,1,0
plus_safe_prior,48,23.1254,0,1,0
plus_safe_prior,49,25.4848,0,1,0
plus_safe_prior,50,22.7288,0,1,0
plus_safe_prior,51,21.5407,0,1,0
plus_safe_prior,52,22.5377,0,1,0
plus_safe_prior,53,20.6145,0,1,0
plus_safe_prior,54,21.7929,0,1,0
plus_safe_prior,55,24.3929,0,1,0
plus_safe_prior,56,23.1965,0,1,0
plus_safe_prior,57,30.9344,0,1,0
plus_safe_prior,58,22.297,0,1,0
plus_safe_prior,59,25.2109,0,1,0
plus_safe_prior,60,23.8869,0,1,0
plus_safe_prior,61,21.2444,0,1,0
plus_safe_prior,62,22.5173,0,1,0
plus_safe_prior,63,21.6857,0,1,0
plus_safe_prior,64,22.8967,0,1,0
plus_safe_prior,65,23.6029,0,1,0
plus_safe_prior,66,24.1745,0,1,0
plus_safe_prior,67,22.7606,0,1,0
plus_safe_prior,68,22.3985,0,1,0
plus_safe_prior,69,25.321,0,1,0
plus_safe_prior,70,27.1833,0,1,0
plus_safe_prior,71,25.3795,0,1,0
plus_safe_prior,72,22.2802,0,1,0
plus_safe_prior,73,27.4536,0,1,0
plus_safe_prior,74,24.966,0,1,0
plus_safe_prior,75,26.5577,0,1,0
plus_safe_prior,76,26.6833,0,1,0
plus_safe_prior,77,22.0555,0,1,0
plus_safe_prior,78,22.1098,0,1,0
plus_safe_prior,79,21.6005,0,1,0
plus_safe_prior,80,23.8913,0,1,0
plus_safe_prior,81,21.0116,0,1,0
plus_safe_prior,82,22.3739,0,1,0
plus_safe_prior,83,27.9865,0,1,0
plus_safe_prior,84,21.5305,0,1,0
plus_safe_prior,85,20.7801,0,1,0
plus_safe_prior,86,21.1536,0,1,0
plus_safe_prior,87,20.7409,0,1,0
plus_safe_prior,88,20.6243,0,1,0
plus_safe_prior,89,21.1888,0,1,0
plus_safe_prior,90,22.5571,0,1,0
plus_safe_prior,91,23.3897,0,1,0
plus_safe_prior,92,25.7405,0,1,0
plus_safe_prior,93,25.8673,0,1,0
plus_safe_prior,94,23.964,0,1,0
plus_safe_prior,95,21.8466,0,1,0
plus_safe_prior,96,22.7344,0,1,0
plus_safe_prior,97,22.942,0,1,0
plus_safe_prior,98,26.5582,0,1,0
plus_safe_prior,99,21.0965,0,1,0
plus_safe_prior,100,21.1988,0,1,0
plus_safe_prior,101,23.8722,0,1,0
plus_safe_prior,102,21.1527,0,1,0
plus_safe_prior,103,21.1917,0,1,0
plus_safe_prior,104,21.5687,0,1,0
plus_safe_prior,105,22.8135,0,1,0
plus_safe_prior,106,21.6088,0,1,0
plus_safe_prior,107,21.3169,0,1,0
plus_safe_prior,108,24.1406,0,1,0
plus_safe_prior,109,29.5047,1,1,1
plus_safe_prior,110,20.7386,0,1,0
plus_safe_prior,111,25.0866,0,1,0
plus_safe_prior,112,23.2441,0,1,0
plus_safe_prior,113,22.9239,0,1,0
plus_safe_prior,114,21.154,0,1,0
plus_safe_prior,115,20.9825,0,1,0
plus_safe_prior,116,20.9295,0,1,0
plus_safe_prior,117,20.9665,0,1,0
plus_safe_prior,118,21.1472,0,1,0
plus_safe_prior,119,27.1012,1,1,1
plus_safe_prior,120,20.8251,0,1,0
plus_safe_prior,121,20.527,0,1,0
plus_safe_prior,122,21.1974,0,1,0
plus_safe_prior,123,23.339,0,1,0
plus_safe_prior,124,21.1178,0,1,0
plus_safe_prior,125,21.5209,0,1,0
plus_safe_prior,126,22.5069,0,1,0
plus_safe_prior,127,24.1361,0,1,0
plus_cbf,0,33.4567,0,1,0
plus_cbf,1,33.7808,0,1,0
plus_cbf,2,32.7703,0,1,0
plus_cbf,3,36.4405,0,1,0
plus_cbf,4,607.1399,0,1,0
plus_cbf,5,250.0605,0,1,0
plus_cbf,6,35.0974,0,1,0
plus_cbf,7,164.1281,0,1,0
plus_cbf,8,37.6761,0,1,0
plus_cbf,9,35.0328,0,1,0
plus_cbf,10,36.4694,0,1,0
plus_cbf,11,37.0031,0,1,0
plus_cbf,12,36.5869,0,1,0
plus_cbf,13,33.0243,0,1,0
plus_cbf,14,34.0542,0,1,0
plus_cbf,15,174.4416,0,1,0
plus_cbf,16,112.0738,0,1,0
plus_cbf,17,36.1506,0,1,0
plus_cbf,18,38.1125,0,1,0
plus_cbf,19,383.1515,0,1,0
plus_cbf,20,749.8719,0,1,0
plus_cbf,21,34.798,0,1,0
plus_cbf,22,34.6088,0,1,0
plus_cbf,23,319.9003,0,1,0
plus_cbf,24,251.8719,0,1,0
plus_cbf,25,107.0422,0,1,0
plus_cbf,26,108.7739,0,1,0
plus_cbf,27,442.5077,0,1,0
plus_cbf,28,370.1344,0,1,0
plus_cbf,29,34.0918,0,1,0
plus_cbf,30,36.6568,0,1,0
plus_cbf,31,33.1033,0,1,0
plus_cbf,32,436.3505,0,1,0
plus_cbf,33,32.5617,0,1,0
plus_cbf,34,32.5964,0,1,0
plus_cbf,35,293.5876,0,1,0
plus_cbf,36,373.8195,0,1,0
plus_cbf,37,34.1771,0,1,0
plus_cbf,38,33.3111,0,1,0
plus_cbf,39,33.6452,0,1,0
plus_cbf,40,34.758,0,1,0
plus_cbf,41,298.5794,0,1,0
plus_cbf,42,294.0797,0,1,0
plus_cbf,43,32.6525,0,1,0
plus_cbf,44,32.7271,0,1,0
plus_cbf,45,33.7301,0,1,0
plus_cbf,46,99.435,0,1,0
plus_cbf,47,32.6649,0,1,0
plus_cbf,48,33.1441,0,1,0
plus_cbf,49,33.0582,0,1,0
plus_cbf,50,164.1473,0,1,0
plus_cbf,51,33.1853,0,1,0
plus_cbf,52,429.077,0,1,0
plus_cbf,53,34.7588,0,1,0
plus_cbf,54,35.3151,0,1,0
plus_cbf,55,33.1399,0,1,0
plus_cbf,56,98.0343,0,1,0
plus_cbf,57,32.9429,0,1,0
plus_cbf,58,32.6291,0,1,0
plus_cbf,59,362.0806,0,1,0
plus_cbf,60,32.4644,0,1,0
plus_cbf,61,32.3605,0,1,0
plus_cbf,62,97.907,0,1,0
plus_cbf,63,33.9051,0,1,0
plus_cbf,64,556.5018,0,1,0
plus_cbf,65,32.7108,0,1,0
plus_cbf,66,32.8569,0,1,0
plus_cbf,67,32.8308,0,1,0
plus_cbf,68,33.074,0,1,0
plus_cbf,69,32.9373,0,1,0
plus_cbf,70,32.8593,0,1,0
plus_cbf,71,32.602,0,1,0
plus_cbf,72,422.685,0,1,0
plus_cbf,73,33.0051,0,1,0
plus_cbf,74,230.817,0,1,0
plus_cbf,75,32.9404,0,1,0
plus_cbf,76,32.5839,0,1,0
plus_cbf,77,33.2524,0,1,0
plus_cbf,78,32.6271,0,1,0
plus_cbf,79,36.6226,0,1,0
plus_cbf,80,34.7545,0,1,0
plus_cbf,81,32.6103,0,1,0
plus_cbf,82,226.1211,0,1,0
plus_cbf,83,33.6015,0,1,0
plus_cbf,84,33.7768,0,1,0
plus_cbf,85,292.6981,0,1,0
plus_cbf,86,32.697,0,1,0
plus_cbf,87,32.9725,0,1,0
plus_cbf,88,33.0681,0,1,0
plus_cbf,89,32.9252,0,1,0
plus_cbf,90,32.3991,0,1,0
plus_cbf,91,33.5715,0,1,0
plus_cbf,92,679.6414,0,1,0
plus_cbf,93,33.2804,0,1,0
plus_cbf,94,572.3849,0,1,0
plus_cbf,95,32.6896,0,1,0
plus_cbf,96,32.7102,0,1,0
plus_cbf,97,33.2386,0,1,0
plus_cbf,98,32.7235,0,1,0
plus_cbf,99,33.375,0,1,0
plus_cbf,100,34.2473,0,1,0
plus_cbf,101,35.9142,0,1,0
plus_cbf,102,499.5766,0,1,0
plus_cbf,103,33.1883,0,1,0
plus_cbf,104,35.3448,0,1,0
plus_cbf,105,598.4223,0,1,0
plus_cbf,106,378.8337,0,1,0
plus_cbf,107,40.3431,0,1,0
plus_cbf,108,325.5271,0,1,0
plus_cbf,109,39.5093,1,1,1
plus_cbf,110,33.2982,0,1,0
plus_cbf,111,34.1953,0,1,0
plus_cbf,112,534.254,0,1,0
plus_cbf,113,33.8971,0,1,0
plus_cbf,114,34.4494,0,1,0
plus_cbf,115,35.5294,0,1,0
plus_cbf,116,35.6565,0,1,0
plus_cbf,117,507.444,0,1,0
plus_cbf,118,384.35,0,1,0
plus_cbf,119,40.3255,1,1,1
plus_cbf,120,36.1403,0,1,0
plus_cbf,121,578.4156,0,1,0
plus_cbf,122,34.2499,0,1,0
plus_cbf,123,1014.5677,0,1,0
plus_cbf,124,33.3885,0,1,0
plus_cbf,125,32.7326,0,1,0
plus_cbf,126,162.4417,0,1,0
plus_cbf,127,34.1494,0,1,0
plus_kinodynamic,0,74.0451,1,1,1
plus_kinodynamic,1,80.6338,1,1,1
plus_kinodynamic,2,77.298,1,1,1
plus_kinodynamic,3,83.9206,1,1,1
plus_kinodynamic,4,631.0247,1,1,1
plus_kinodynamic,5,277.6928,1,1,1
plus_kinodynamic,6,65.751,1,1,1
plus_kinodynamic,7,206.6661,1,1,1
